Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
31,A,"A, Western Indian",A15c,0.522,"A15c, Western Indian",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_EU792887,http://www.ncbi.nlm.nih.gov/nuccore/EU792887,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,0.711,153786,in hospite,Indian,"Millepora sp., Indian","Millepora sp., Western Indian",Tanzania,Western Indian,28.97,Zanzibar,Changuu,"-6,070,491","39,100,244",1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
32,A,"A, Western Indian",A15c,0.522,"A15c, Western Indian",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_EU792887,http://www.ncbi.nlm.nih.gov/nuccore/EU792887,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,0.711,153786,in hospite,Indian,"Millepora sp., Indian","Millepora sp., Western Indian",Tanzania,Western Indian,28.97,Zanzibar,Banda Kuu,"-5,425,601","39,175,998",2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
33,A,"A, Eastern Indian",A16,0.522,"A16, Eastern Indian",ITS2,N_A,N_A,N_A,N_A,DGGE,EU792888,http://www.ncbi.nlm.nih.gov/nuccore/EU792888,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,0.711,153786,in hospite,Indian,"Millepora sp., Indian","Millepora sp., Eastern Indian",Tanzania,Eastern Indian,29.186,N_A,N_A,"-7,012,318","39,726,367",250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,"LaJeunesse TC, Loh WKW, Trench RK (2009) Do introduced endosymbiotic dinoflagellates take to new hosts? Biological Invasions 11, 995-1003.",http://www.springerlink.com.eres.library.manoa.hawaii.edu/content/1387-3547/?k=lajeunesse
34,A,"A, Western Indian",A16,0.522,"A16, Western Indian",ITS2,N_A,N_A,N_A,N_A,DGGE,same_as_EU792888,http://www.ncbi.nlm.nih.gov/nuccore/EU792888,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,0.711,153786,in hospite,Indian,"Millepora sp., Indian","Millepora sp., Western Indian",Tanzania,Western Indian,28.97,Zanzibar,Changuu,"-6,070,491","39,100,244",1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,"LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract
35,A,"A, Great Barrier Reef",A1a,0.522,"A1a, Great Barrier Reef",ITS2,N_A,N_A,N_A,N_A,DGGE,EU449030,http://www.ncbi.nlm.nih.gov/nuccore/EU449030,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,longicyathus,Acropora longicyathus,0.741,207114,in hospite,Pacific,"Acropora longicyathus, Pacific","Acropora longicyathus, Great Barrier Reef",Australia,Great Barrier Reef,28.68,N_A,N_A,"-19,640,735","149,041,377",600000,1,4,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,"LaJeunesse TC, Loh WKW, Trench RK (2009) Do introduced endosymbiotic dinoflagellates take to new hosts? Biological Invasions 11, 995-1003.",http://www.springerlink.com.eres.library.manoa.hawaii.edu/content/1387-3547/?k=lajeunesse
36,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,Symbiodinium pilosum_same_as_Symbiodinium meandrinae_Symbiodinium corculorum,DGGE,AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sociatus,Zoanthus sociatus,0.711,288843,culture,Caribbean,"Zoanthus sociatus, Caribbean","Zoanthus sociatus, N_A",Jamaica,N_A,29.186,N_A,N_A,"1,813,265","-772,958,889",125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
37,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Bartholomea,annulata,Bartholomea annulata,0.711,289496,culture,Caribbean,"Bartholomea annulata, Caribbean","Bartholomea annulata, N_A",Barbados,N_A,29.186,N_A,N_A,"131,629,861","-595,476,444",19000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
38,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,Symbiodinium corculorum_same_as_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,cardissa,Corculum cardissa,0.711,216387,culture,Pacific,"Corculum cardissa, Pacific","Corculum cardissa, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
39,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,0.711,290045,culture,Caribbean,"Gorgonia ventallina, Caribbean","Gorgonia ventallina, N_A",Jamaica,N_A,29.186,N_A,N_A,"1,813,265","-772,958,889",125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
40,A,"A, Puerto Rico",A2,0.522,"A2, Puerto Rico",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,0.711,290045,culture,Caribbean,"Gorgonia ventallina, Caribbean","Gorgonia ventallina, Puerto Rico",United States,Puerto Rico,29.186,N_A,N_A,"182,246,528","-664,921,944",125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
41,A,"A, Bermuda",A2,0.522,"A2, Bermuda",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,0.711,290045,culture,Atlantic,"Gorgonia ventallina, Atlantic","Gorgonia ventallina, Bermuda",United Kingdom,Bermuda,29.186,N_A,N_A,"323,686,833","-647,897,611",17500,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
42,A,"A, Enewetak",A2,0.522,"A2, Enewetak",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,sp.,Heliopora sp.,0.711,206210,culture,Pacific,"Heliopora sp., Pacific","Heliopora sp., Enewetak",Marshall Islands,Enewetak,29.186,N_A,N_A,"114,832,583","1,622,320,167",45000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
43,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,Symbiodinium meandrinae_same_as_Symbiodinium pilosum_Symbiodinium corculorum,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,0.836,289232,culture,Caribbean,"Meandrina meandrites, Caribbean","Meandrina meandrites, N_A",Jamaica,N_A,29.186,N_A,N_A,"1,813,265","-772,958,889",125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
44,A,"A, N_A",A2,0.522,"A2, N_A",ITS2,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,DGGE,same_as_AF333506,http://www.ncbi.nlm.nih.gov/nuccore/AF333506,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,0.711,207670,culture,Pacific,"Tridacna gigas, Pacific","Tridacna gigas, N_A",Australia,N_A,29.186,N_A,N_A,-25,134,2200000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,"LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.",http://www3.interscience.wiley.com/journal/118994400/abstract
45,A,"A, N_A",A3,0.599,"A3, N_A",ITS,JCUTS-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF184944,http://www.ncbi.nlm.nih.gov/nuccore/AF184944,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,0.711,465857,culture,Pacific,"Tridacna squamosa, Pacific","Tridacna squamosa, N_A",Australia,N_A,29.186,N_A,N_A,-25,134,2200000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
46,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PLFU-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF184945,http://www.ncbi.nlm.nih.gov/nuccore/AF184945,Mollusca,Bivalvia,Veneroida,Cardiidae,Fragum,unedo,Fragum unedo,0.711,381510,culture,Pacific,"Fragum unedo, Pacific","Fragum unedo, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
47,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PLTM-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF184947,http://www.ncbi.nlm.nih.gov/nuccore/AF184947,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,0.711,382170,culture,Pacific,"Tridacna maxima, Pacific","Tridacna maxima, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
48,A,"A, N_A",A3,0.599,"A3, N_A",ITS,CS-163,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186050,http://www.ncbi.nlm.nih.gov/nuccore/AF186050,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,0.711,207670,culture,Pacific,"Tridacna gigas, Pacific","Tridacna gigas, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
49,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PLCC-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186051,http://www.ncbi.nlm.nih.gov/nuccore/AF186051,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,cardissa,Corculum cardissa,0.711,216387,culture,Pacific,"Corculum cardissa, Pacific","Corculum cardissa, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
50,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PLCM-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186052,http://www.ncbi.nlm.nih.gov/nuccore/AF186052,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,monstrosum,Corculum monstrosum,0.711,205687,culture,Pacific,"Corculum monstrosum, Pacific","Corculum monstrosum, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
51,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PLTS-1,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186054,http://www.ncbi.nlm.nih.gov/nuccore/AF186054,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,0.711,465857,culture,Pacific,"Tridacna squamosa, Pacific","Tridacna squamosa, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
52,A,"A, N_A",A3,0.599,"A3, N_A",ITS,CS-161,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186055,http://www.ncbi.nlm.nih.gov/nuccore/AF186055,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,derasa,Tridacna derasa,0.711,382205,culture,Pacific,"Tridacna derasa, Pacific","Tridacna derasa, N_A",Palau,N_A,29.186,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
53,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH2A,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186058,http://www.ncbi.nlm.nih.gov/nuccore/AF186058,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
54,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH2B,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186059,http://www.ncbi.nlm.nih.gov/nuccore/AF186059,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
55,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH2C,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186060,http://www.ncbi.nlm.nih.gov/nuccore/AF186060,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
56,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH3A,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186061,http://www.ncbi.nlm.nih.gov/nuccore/AF186061,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
57,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH3B,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186062,http://www.ncbi.nlm.nih.gov/nuccore/AF186062,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
58,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC HH3C,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186063,http://www.ncbi.nlm.nih.gov/nuccore/AF186063,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,0.711,216411,culture,Pacific,"Hippopus hippopus, Pacific","Hippopus hippopus, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
59,A,"A, N_A",A3,0.599,"A3, N_A",ITS,PHSC TC3A,N_A,NO_Hunter_2007_J_Phycology_43_120,N_A,sequencing,AF186069,http://www.ncbi.nlm.nih.gov/nuccore/AF186069,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,crocea,Tridacna crocea,0.711,382154,culture,Pacific,"Tridacna crocea, Pacific","Tridacna crocea, N_A",Philippines,N_A,29.186,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,"Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.",http://www3.interscience.wiley.com/journal/120697710/abstract
